,device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,release_year,days_used,normalized_used_price
788,Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1081,4.474377896
789,Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2300.0,150.0,2014,1013,4.700207601
790,Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2400.0,145.0,2014,956,4.242620879
791,Asus,Android,10.34,no,no,13.0,1.2,1024.0,4.0,1820.0,126.0,2014,772,5.494952658
792,Asus,Android,15.24,no,no,13.0,2.0,16.0,4.0,3230.0,196.0,2014,947,4.419924358
793,Asus,Android,15.24,no,no,13.0,2.0,16.0,4.0,3300.0,196.0,2014,665,4.567468319
794,Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2110.0,145.0,2015,583,3.75630443
795,Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2110.0,145.0,2014,794,4.253482784
796,Asus,Android,10.16,no,no,5.0,0.3,16.0,4.0,2865.0,115.0,2014,910,4.012411179
797,Asus,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2060.0,150.0,2014,635,4.365388994
798,Asus,Android,10.16,no,no,8.0,2.0,32.0,4.0,1170.0,116.0,2014,824,4.284551613
799,Asus,Android,10.24,no,no,8.0,2.0,16.0,4.0,1500.0,105.0,2013,604,4.594210346
800,Asus,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2400.0,145.0,2013,654,5.187720945
801,Asus,Android,25.43,no,no,2.0,1.2,32.0,4.0,5070.0,522.0,2013,754,4.59036107
802,Asus,Android,20.32,no,no,5.0,1.2,16.0,4.0,3950.0,350.0,2013,847,4.469694046
803,Asus,Android,17.78,yes,no,5.0,1.2,32.0,4.0,3950.0,328.0,2013,550,4.584252938
804,Asus,Android,17.78,yes,no,5.0,1.2,16.0,4.0,3950.0,290.0,2013,1083,4.400480313
805,Asus,Android,15.24,no,no,8.0,1.2,16.0,4.0,3200.0,210.0,2013,1040,4.730392151
806,Asus,Android,25.43,no,no,5.0,1.2,32.0,4.0,3950.0,585.0,2013,549,5.275355755
807,Asus,Android,17.78,no,no,2.0,0.3,32.0,4.0,3950.0,302.0,2013,643,4.327834406
808,Asus,Android,17.78,no,no,5.0,1.2,16.0,4.0,3950.0,302.0,2013,674,4.273605886
809,Asus,Android,17.78,no,no,3.15,1.2,32.0,4.0,4270.0,340.0,2013,869,4.226541732
810,Asus,Android,12.7,yes,no,13.0,2.0,32.0,4.0,2400.0,141.0,2013,614,5.698535399
811,Asus,Android,25.43,no,no,5.0,1.2,16.0,4.0,3950.0,580.0,2013,887,4.987912407
812,Asus,Android,17.78,no,no,1.0,1.2,32.0,4.0,4270.0,370.0,2013,753,4.162781724
813,Asus,Android,12.75,yes,no,13.0,8.0,32.0,4.0,5000.0,168.0,2017,593,4.961094849
814,Others,Android,10.29,yes,no,8.0,0.3,16.0,4.0,1840.0,128.0,2014,710,3.925136645
815,Others,Android,12.7,yes,no,13.0,2.0,16.0,4.0,2520.0,135.0,2014,933,4.12341781
816,Others,Android,10.29,no,no,13.0,2.0,16.0,4.0,2100.0,119.0,2013,704,4.287166354
817,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,2000.0,135.0,2013,1011,3.930255774
822,BlackBerry,Android,12.83,yes,no,12.0,8.0,32.0,4.0,4000.0,167.0,2017,561,4.578518155
823,BlackBerry,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3000.0,178.0,2017,607,4.475175389
824,BlackBerry,Android,10.29,yes,no,12.0,8.0,64.0,4.0,3500.0,180.0,2017,554,4.682131227
825,BlackBerry,Android,12.83,yes,no,21.0,8.0,32.0,4.0,3000.0,165.0,2016,560,5.008098746
826,BlackBerry,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2610.0,135.0,2016,920,4.346269915
827,BlackBerry,Android,12.8,yes,no,18.0,2.0,32.0,4.0,3410.0,192.0,2015,805,4.513054897
828,BlackBerry,Others,12.7,yes,no,8.0,2.0,16.0,4.0,2800.0,170.0,2015,1094,4.085471984
829,BlackBerry,Others,7.75,yes,no,13.0,2.0,16.0,4.0,2500.0,178.0,2015,903,4.250350663
830,BlackBerry,Others,7.65,yes,no,8.0,2.0,64.0,4.0,2100.0,140.0,2014,617,4.214495163
831,BlackBerry,Others,10.29,yes,no,13.0,2.0,32.0,4.0,3450.0,196.0,2014,582,4.335982696
832,BlackBerry,Others,7.75,yes,no,8.0,2.0,16.0,4.0,2515.0,177.0,2014,831,3.798406279
833,BlackBerry,Others,12.7,no,no,5.0,1.1,32.0,4.0,2500.0,164.0,2014,696,3.739572568
834,BlackBerry,Others,10.21,yes,no,8.0,2.0,64.0,4.0,1800.0,140.0,2013,625,4.549128795
835,BlackBerry,Others,12.7,yes,no,8.0,2.0,16.0,4.0,2880.0,170.0,2013,574,4.085640122
836,BlackBerry,Others,5.28,no,no,5.0,2.0,512.0,0.25,1450.0,120.0,2013,774,4.852264611
837,BlackBerry,Others,7.65,yes,no,5.0,2.0,32.0,4.0,2180.0,120.0,2013,760,3.602776755
838,BlackBerry,Others,10.21,yes,no,8.0,2.0,16.0,4.0,1800.0,137.5,2013,932,4.014940539
839,BlackBerry,Others,7.65,yes,no,8.0,2.0,16.0,4.0,2100.0,139.0,2013,814,3.969725716
840,Others,Android,12.88,yes,no,12.0,5.0,16.0,4.0,4180.0,165.0,2018,531,4.042700329
841,Others,Android,12.88,yes,no,13.0,5.0,64.0,4.0,3180.0,167.5,2017,784,4.55008022
842,Others,Android,12.83,yes,no,13.0,8.0,64.0,4.0,6180.0,167.5,2017,720,4.422208424
843,Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2800.0,169.0,2017,751,3.196221134
844,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2800.0,176.0,2017,872,4.132282402
845,Others,Android,12.7,no,no,13.0,2.0,32.0,4.0,2800.0,176.0,2017,565,3.04594999
846,Others,Android,12.88,no,no,13.0,5.0,16.0,4.0,3000.0,174.0,2018,597,4.099497927
847,Others,Android,12.7,yes,no,13.0,8.0,64.0,4.0,3000.0,152.0,2017,895,4.715995741
848,Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,150.0,2016,1083,3.917010547
849,Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,142.6,2016,599,4.541591204
850,Others,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,207.0,2015,858,4.646695933
851,Others,Android,15.24,no,no,8.0,2.0,32.0,4.0,3000.0,177.0,2015,569,4.243339115
852,Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,5000.0,180.0,2015,862,3.995260604
853,Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,156.0,2015,572,3.916015027
854,Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2100.0,154.0,2015,789,3.903990834
855,Others,Android,10.36,no,no,8.0,5.0,16.0,4.0,2100.0,97.0,2015,889,3.827771453
856,Others,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3200.0,177.0,2014,740,4.159195535
857,Others,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2200.0,164.0,2014,608,4.356452384
858,Others,Android,17.78,no,no,5.0,2.0,32.0,4.0,3000.0,299.0,2014,1090,4.373112017
859,Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1400.0,106.0,2014,856,3.064325065
860,Others,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2200.0,139.0,2014,637,4.260000234
861,Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,166.0,2014,1042,4.001315113
862,Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,170.0,2014,874,3.798630318
863,Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2300.0,129.0,2014,959,4.394819456
864,Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,136.0,2014,979,4.027670429
865,Others,Android,12.83,no,no,16.0,8.0,32.0,4.0,2500.0,152.0,2014,696,4.694919478
866,Others,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,206.0,2014,632,4.038831852
867,Others,Android,10.29,no,no,3.15,0.3,16.0,4.0,1800.0,135.0,2014,980,3.301008654
868,Others,Android,7.75,no,no,1.3,2.0,512.0,0.25,1300.0,101.0,2014,1056,3.268808194
869,Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,155.0,2014,571,4.235265253
870,Others,Android,12.7,no,no,3.15,2.0,16.0,4.0,2100.0,174.0,2014,616,3.713572067
871,Others,Android,12.83,no,no,8.0,2.0,16.0,4.0,2350.0,166.0,2014,976,3.936130081
872,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,3000.0,149.0,2014,790,4.224202549
873,Others,Android,10.36,no,no,8.0,5.0,16.0,4.0,2000.0,135.0,2014,1024,4.057507672
874,Others,Android,20.32,no,no,5.0,5.0,32.0,4.0,4500.0,404.0,2014,614,4.431649785
875,Others,Android,10.34,no,no,8.0,5.0,16.0,4.0,1800.0,109.0,2014,725,3.768614422
876,Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,133.0,2014,639,4.504244267
877,Others,Android,12.7,no,no,12.0,2.0,16.0,4.0,2000.0,144.0,2014,988,4.24506078
878,Others,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,125.0,2013,581,3.586569835
879,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2020.0,128.0,2013,1038,4.220242729
880,Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,155.0,2013,909,3.621938048
881,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1600.0,124.0,2013,782,3.670460869
882,Others,Android,12.7,no,no,12.0,5.0,16.0,4.0,2500.0,158.0,2013,729,4.0084235
883,Others,Android,12.83,no,no,5.0,0.3,16.0,4.0,2250.0,184.0,2013,728,3.664842876
884,Others,Others,5.08,no,no,1.3,0.3,128.0,0.25,820.0,80.0,2013,905,2.212660385
885,Others,Others,5.08,no,no,0.3,0.3,32.0,0.25,820.0,80.0,2013,636,1.53686722
886,Others,Others,5.28,no,no,1.3,0.3,32.0,0.25,820.0,90.0,2013,695,2.337952237
887,Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,128.0,2013,816,3.555348061
888,Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,128.0,2013,566,3.215269329
889,Others,Android,7.75,no,no,2.0,0.3,512.0,0.25,1000.0,105.0,2013,897,2.714694744
890,Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,144.0,2013,1028,3.847377812
891,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1600.0,137.0,2013,793,3.888549649
892,Others,Android,12.78,no,no,8.0,2.0,16.0,4.0,2800.0,190.0,2013,1006,4.27652722
893,Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,170.0,2013,855,4.016563185
894,Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,170.0,2013,909,3.929666441
895,Others,Android,7.75,no,no,2.0,0.3,512.0,0.25,1500.0,120.0,2013,1038,3.405521353
896,Others,Others,5.28,no,no,1.3,0.3,64.0,0.25,1400.0,95.0,2013,729,2.709382646
897,Others,Others,5.18,no,no,0.3,0.3,32.0,0.25,820.0,90.0,2013,883,2.460443178
898,Others,Others,5.08,no,no,1.3,0.3,64.0,0.25,620.0,69.0,2013,990,2.23644529
899,Others,Android,12.88,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,689,4.199755077
900,Others,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,145.0,2013,745,4.192076051
901,Others,Android,10.34,no,no,8.0,2.0,16.0,4.0,1800.0,125.0,2013,902,3.581572601
902,Others,Android,12.78,no,no,8.0,2.0,16.0,4.0,2200.0,210.0,2013,956,4.004602187
903,Others,Android,12.88,no,no,8.0,1.3,16.0,4.0,2800.0,243.0,2013,1060,4.416186486
904,Others,Android,10.29,no,no,8.0,1.3,16.0,4.0,1800.0,148.0,2013,608,4.153242203
905,Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,145.0,2013,850,4.231784971
906,Others,Android,14.35,yes,no,12.0,8.0,128.0,4.0,3100.0,168.0,2018,578,5.086608193
907,Others,Android,14.35,yes,no,12.0,8.0,64.0,4.0,3100.0,163.0,2018,586,4.579339426
908,Others,Android,12.83,yes,no,12.0,8.0,64.0,4.0,3400.0,183.0,2018,567,4.464067345
909,Others,Android,12.75,yes,no,12.0,8.0,64.0,4.0,3100.0,165.0,2018,454,4.472552661
910,Others,Android,12.75,yes,no,8.0,5.0,16.0,4.0,3100.0,155.0,2017,819,4.286753954
911,Others,Android,12.75,yes,no,13.0,5.0,32.0,4.0,3100.0,155.0,2017,890,4.279024447
912,Others,Android,12.83,yes,no,12.0,8.0,64.0,4.0,3400.0,183.0,2017,809,4.722508678
913,Others,Android,12.75,yes,no,12.0,8.0,64.0,4.0,3100.0,165.0,2017,756,4.511189123
914,Others,Android,12.75,yes,no,12.0,8.0,64.0,4.0,3100.0,158.0,2017,564,4.784821514
915,Others,Android,12.75,yes,no,16.0,8.0,32.0,4.0,3100.0,153.0,2017,843,4.623501143
916,Others,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3080.0,140.0,2016,789,4.054563692
917,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3080.0,140.0,2016,992,4.606369467
918,Others,Android,12.7,yes,no,16.0,5.0,32.0,4.0,3050.0,139.0,2016,681,4.653579325
919,Others,Android,12.7,yes,no,16.0,8.0,16.0,4.0,3200.0,145.0,2016,546,4.3447141
920,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2850.0,139.0,2015,542,4.604670061
921,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2900.0,148.0,2015,863,4.432719749
922,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3120.0,144.0,2015,889,4.733827218
923,Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3620.0,162.0,2015,774,4.765331338
924,Others,Android,10.29,yes,no,8.0,5.0,32.0,4.0,2470.0,115.0,2015,928,4.127295662
925,Others,Android,25.43,no,no,5.0,2.0,16.0,4.0,7280.0,470.0,2015,696,4.484018984
926,Others,Android,10.16,yes,no,8.0,1.3,16.0,4.0,1800.0,173.8,2013,575,4.069710281
927,Others,Others,5.18,yes,no,2.0,8.0,16.0,4.0,2300.0,130.0,2018,723,3.853121898
928,Others,Android,12.7,yes,no,13.0,8.0,32.0,4.0,5000.0,218.0,2017,745,4.969743853
929,Others,Android,10.34,yes,no,8.0,2.0,16.0,4.0,4000.0,200.0,2017,714,4.202301704
930,Others,Android,12.75,yes,no,16.0,8.0,64.0,4.0,4500.0,250.0,2018,443,4.777020443
931,Others,Android,10.34,yes,no,13.0,5.0,32.0,4.0,3800.0,153.0,2016,930,5.260511652
932,Others,Android,10.29,yes,no,5.0,2.0,32.0,4.0,3000.0,181.0,2015,759,4.81818259
933,Others,Android,10.34,yes,no,8.0,2.0,16.0,4.0,3000.0,185.0,2015,688,4.618875833
934,Others,Others,5.08,no,no,2.0,2.0,24.0,4.0,1000.0,101.0,2015,691,3.151453149
935,Others,Android,10.34,yes,no,8.0,0.3,32.0,4.0,2630.0,185.0,2014,1023,4.306898912
936,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,2000.0,170.0,2013,802,3.486151088
937,Others,Others,5.13,no,no,3.15,0.3,128.0,0.25,1150.0,136.0,2013,590,4.149621578
938,Others,Others,5.08,no,no,2.0,0.3,16.0,4.0,1300.0,161.0,2013,630,3.193763124
939,Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,549,3.662792119
940,Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,1035,3.493776563
941,Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,573,3.654288009
942,Celkon,Android,12.7,no,no,8.0,2.0,16.0,4.0,1400.0,149.0,2014,995,4.085640122
943,Celkon,Android,12.7,no,no,5.0,0.3,32.0,4.0,1400.0,147.0,2014,661,3.950281718
944,Celkon,Android,10.16,no,no,3.15,1.3,512.0,0.25,1400.0,115.3,2014,932,3.028683374
945,Celkon,Android,10.29,no,no,8.0,1.3,16.0,4.0,2000.0,130.0,2014,1027,3.537184091
946,Celkon,Android,7.75,no,no,3.15,0.3,512.0,4.0,1400.0,102.0,2014,573,2.68988623
947,Celkon,Android,10.29,no,no,5.0,1.3,16.0,4.0,1400.0,78.2,2014,985,3.693120448
948,Celkon,Android,12.7,no,no,5.0,0.3,16.0,4.0,1400.0,140.0,2013,1059,3.758172281
949,Celkon,Android,10.29,no,no,5.0,1.3,16.0,4.0,1400.0,140.0,2013,965,3.765608987
950,Celkon,Android,7.75,no,no,3.15,0.3,512.0,0.25,1400.0,140.0,2013,567,2.911807039
951,Celkon,Others,7.75,no,no,1.3,0.3,256.0,0.25,1200.0,140.0,2013,836,2.466403178
952,Celkon,Others,5.18,no,no,1.3,0.3,256.0,0.25,1800.0,140.0,2013,586,2.333114298
953,Celkon,Others,5.28,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,561,2.063058062
954,Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,796,2.242835089
955,Celkon,Others,5.23,no,no,0.3,0.3,256.0,0.25,1400.0,140.0,2013,687,2.315501318
956,Celkon,Android,12.7,no,no,8.0,1.3,16.0,4.0,1400.0,140.0,2013,567,3.898532415
957,Celkon,Android,10.16,no,no,3.15,0.3,512.0,0.25,1400.0,140.0,2013,637,2.800325477
958,Celkon,Android,10.16,no,no,3.15,0.3,256.0,0.25,1400.0,140.0,2013,778,3.116621591
959,Celkon,Android,7.75,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,945,2.884800713
960,Celkon,Android,12.7,no,no,12.0,3.0,16.0,4.0,1400.0,177.0,2013,779,4.035478809
961,Celkon,Android,10.16,no,no,5.0,0.3,512.0,0.25,1400.0,140.0,2013,942,3.171784217
962,Celkon,Android,10.34,no,no,8.0,0.3,256.0,0.25,1400.0,140.0,2013,831,4.312408568
963,Celkon,Others,10.16,no,no,2.0,0.3,256.0,0.25,1200.0,140.0,2013,635,2.85819286
964,Celkon,Others,7.75,no,no,2.0,0.3,256.0,0.25,1200.0,140.0,2013,569,2.877511642
965,Celkon,Others,5.18,no,no,1.3,0.3,256.0,0.25,1800.0,140.0,2013,899,2.35991016
966,Celkon,Others,5.18,no,no,1.3,0.3,256.0,0.25,1500.0,140.0,2013,818,2.429217744
967,Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,980,2.621038824
968,Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,3000.0,140.0,2013,787,2.584751985
969,Celkon,Android,11.76,no,no,5.0,0.3,256.0,0.25,1400.0,140.0,2013,857,4.335720882
970,Celkon,Android,11.76,no,no,8.0,0.3,256.0,0.25,1400.0,140.0,2013,563,4.493791598
971,Celkon,Android,7.75,no,no,3.15,0.3,256.0,0.25,1400.0,98.0,2013,1034,4.187075661
973,Coolpad,Android,12.83,yes,no,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,4.564348191
974,Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,4.132121927
975,Coolpad,Android,12.83,yes,no,13.0,8.0,64.0,4.0,4060.0,167.0,2016,851,4.443004135
976,Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,555,4.527532916
977,Coolpad,Android,12.83,yes,no,16.0,8.0,128.0,4.0,4070.0,168.0,2016,820,4.53464042
978,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,3050.0,170.0,2016,646,4.231784971
979,Coolpad,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4010.0,173.4,2016,661,4.55039716
980,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,4.201553369
981,Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,4.207226719
982,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,4.146146061
983,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,168.0,2016,1028,4.107096246
984,Coolpad,Android,12.83,yes,no,13.0,5.0,64.0,4.0,2800.0,170.0,2016,703,4.91125685
985,Coolpad,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,125.0,2016,1040,4.046553898
986,Coolpad,Android,10.34,yes,no,8.0,5.0,16.0,4.0,1800.0,120.0,2016,755,4.274858931
987,Coolpad,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,142.0,2016,779,4.204095426
988,Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,138.5,2015,1014,4.131158535
989,Coolpad,Android,12.83,yes,no,13.0,5.0,32.0,4.0,2500.0,138.5,2015,883,4.590259573
990,Coolpad,Android,12.83,yes,no,8.0,2.0,32.0,4.0,2500.0,158.0,2015,725,4.349890765
991,Coolpad,Android,10.34,yes,no,8.0,5.0,32.0,4.0,1800.0,119.0,2015,820,4.243339115
992,Others,Android,25.53,yes,no,8.0,2.0,32.0,4.0,7000.0,597.0,2015,848,4.964730962
993,Others,Android,20.42,yes,no,8.0,2.0,16.0,4.0,5900.0,305.0,2014,939,4.658047226
994,Others,Android,20.32,no,no,5.0,2.0,16.0,4.0,4100.0,292.0,2013,735,4.273466561
995,Others,Android,17.78,no,no,3.15,0.3,16.0,4.0,4100.0,234.0,2013,613,3.834061464
996,Others,Android,20.35,yes,no,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,5.820705882
997,Others,Android,12.57,yes,no,12.0,8.0,16.0,4.0,4000.0,139.0,2018,687,4.14472077
998,Others,Android,12.57,no,no,12.0,8.0,32.0,4.0,4000.0,139.0,2018,377,4.403910428
999,Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,4.395066248
1000,Others,Others,5.28,no,no,0.3,8.0,32.0,0.25,3100.0,130.0,2018,504,3.277144733
1001,Others,Android,5.18,yes,no,5.0,8.0,32.0,4.0,2000.0,256.0,2018,711,4.263524591
1002,Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,4000.0,203.0,2018,645,5.163470824
1003,Others,Android,12.93,yes,no,12.0,8.0,64.0,4.0,4500.0,190.0,2018,608,4.933538244
1004,Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,5000.0,203.0,2017,594,4.619368905
1005,Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,4.410006521
1006,Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,3.97724879
1007,Others,Android,12.75,yes,no,13.0,5.0,16.0,4.0,4000.0,206.0,2017,836,4.892902257
1008,Others,Others,5.18,no,no,0.3,5.0,32.0,4.0,1500.0,112.0,2017,770,3.24376354
1009,Others,Others,5.18,yes,no,0.3,5.0,32.0,4.0,1000.0,92.0,2017,629,3.259249719
1010,Others,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,105.0,2015,1034,3.055886196
1011,Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,4.037068494
1012,Others,Android,10.29,no,no,5.0,2.0,32.0,4.0,1600.0,125.0,2015,962,3.88567903
1013,Others,Android,12.7,no,no,8.0,5.0,32.0,4.0,2000.0,150.0,2015,1031,3.897924081
1014,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,150.0,2014,944,4.512616204
1015,Others,Android,10.16,no,no,8.0,0.3,16.0,4.0,1400.0,121.0,2014,1061,3.985830933
1016,Others,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,154.5,2013,1030,4.355682659
1017,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,154.5,2013,863,3.902376628
1018,Others,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,147.7,2013,619,4.140114296
1019,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,147.0,2013,715,3.664586762
1020,Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,2000.0,168.0,2013,994,4.499365127
1021,Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,4.254761284
1022,Others,Android,10.29,no,no,8.0,2.0,16.0,4.0,1700.0,150.5,2013,944,4.484921613
1023,Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,4.143610804
1024,Gionee,Android,13.84,yes,no,8.0,5.0,16.0,4.0,2670.0,135.6,2018,645,4.351567427
1025,Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,4.902975842
1026,Gionee,Android,15.21,yes,no,13.0,8.0,64.0,4.0,3410.0,165.0,2017,778,4.961655112
1027,Gionee,Android,12.88,yes,no,13.0,16.0,32.0,4.0,3030.0,141.0,2017,619,4.789073824
1028,Gionee,Android,16.33,yes,no,13.0,8.0,128.0,4.0,5000.0,241.0,2017,726,4.999506936
1029,Gionee,Android,15.24,yes,no,13.0,8.0,64.0,4.0,5000.0,199.0,2017,847,4.881513214
1030,Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,4000.0,180.0,2017,603,4.372481222
1031,Gionee,Android,15.24,yes,no,12.0,8.0,64.0,4.0,6020.0,215.0,2017,623,4.991656327
1032,Gionee,Android,15.24,yes,no,13.0,20.0,64.0,4.0,4550.0,226.0,2017,756,4.825670246
1033,Gionee,Android,12.83,yes,no,13.0,16.0,64.0,4.0,4010.0,182.0,2017,750,4.571303116
1034,Gionee,Android,12.78,yes,no,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,4.260141447
1035,Gionee,Android,12.88,yes,no,13.0,8.0,128.0,4.0,7000.0,238.0,2016,656,5.674628257
1036,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,160.0,2016,567,4.195395806
1037,Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2300.0,167.0,2016,819,4.310262068
1038,Gionee,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,4.465563232
1039,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3065.0,183.0,2016,819,4.356452384
1040,Gionee,Android,12.83,yes,no,13.0,8.0,32.0,4.0,3150.0,166.0,2016,970,4.645640119
1041,Gionee,Android,12.83,yes,no,13.0,8.0,64.0,4.0,3130.0,170.0,2016,835,5.007497042
1042,Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,3.745968421
1043,Gionee,Android,10.21,yes,no,16.0,5.0,64.0,4.0,2530.0,207.7,2016,873,5.073359671
1044,Gionee,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,147.2,2016,694,5.161695489
1045,Gionee,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,167.6,2016,941,4.199905058
1046,Gionee,Android,12.83,yes,no,8.0,5.0,16.0,4.0,5000.0,200.0,2015,713,4.295106163
1047,Gionee,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,4.336898507
1048,Gionee,Android,12.7,yes,no,8.0,5.0,32.0,4.0,4000.0,183.0,2015,779,4.507667605
1049,Gionee,Android,12.7,no,no,5.0,2.0,16.0,4.0,2000.0,153.0,2015,1069,3.573468603
1050,Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3150.0,147.0,2015,829,4.803036954
